Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - G-MEDS,https://www.crunchbase.com/funding_round/g-meds-seed--4538a87c,G-MEDS,https://www.crunchbase.com/organization/g-meds,Seed,,,,2019-10-29,,,,G-MEDS is an e-pharmacy medical prescription platform that helps doctors care for their traveling patients worldwide.,"Health Care, Information Technology, Medical","Singapore, Central Region, Singapore, Asia",https://www.gmedes.com/,,Seed,500 Startups
Seed Round - Veduca,https://www.crunchbase.com/funding_round/veduca-seed--c4ac440f,Veduca,https://www.crunchbase.com/organization/veduca,Seed,750000,USD,750000,2013-02-01,,,,Veduca is an Educational Online Video Platform,"E-Learning, EdTech, Education, MOOC, Universities","São Paulo, Sao Paulo, Brazil, South America",https://veduca.org/,,Early Stage Venture,"500 Startups, Bolt Ventures, Digital Education, Nicolas Gautier"
Seed Round - CuidaMiMascota,https://www.crunchbase.com/funding_round/cuidamimascota-seed--5dcbf65a,CuidaMiMascota,https://www.crunchbase.com/organization/cuidamimascota,Seed,,,,2016-07-01,,,,We connect trustful pet-sitters with pet owners that are looking for an alternative solution to a kennel when they travel.,"Internet, Pet","Monterrey, Nuevo Leon, Mexico, North America",https://www.cuidamimascota.com/,,Early Stage Venture,"500 Startups, Invariantes Fund"
Seed Round - Novocall,https://www.crunchbase.com/funding_round/novocall-seed--246a4181,Novocall,https://www.crunchbase.com/organization/novocall,Seed,500000,USD,500000,2019-12-31,,,,Novocall is a sales call automation platform that helps business converts web traffic into qualified sales calls.,"Human Resources, Information Technology, SaaS, Small and Medium Businesses, Software","Singapore, Central Region, Singapore, Asia",https://novocall.co,Less than $1M,Seed,"500 Startups, Expara IDM Ventures, Kee Siak Chan"
Seed Round - Taxjoy,https://www.crunchbase.com/funding_round/taxjoy-seed--ec133156,Taxjoy,https://www.crunchbase.com/organization/taxjoy,Seed,,,,2018-02-05,,,,Taxjoy is a platform for financial service providers to communicate and exchange data with taxpayers.,"Financial Services, FinTech","San Francisco, California, United States, North America",https://www.taxjoy.com/,,Seed,500 Startups
Seed Round - SOFY.AI,https://www.crunchbase.com/funding_round/sofy-ai-seed--f0e5d6f5,SOFY.AI,https://www.crunchbase.com/organization/sofy-ai,Seed,,,,2019-08-16,,,,"Test your Websites and Android apps autonomously for visual quality, performance and reliability. No scripts or source code required!","Android, iOS, Quality Assurance, Software, Usability Testing","Bellevue, Washington, United States, North America",https://www.sofy.ai/,Less than $1M,Seed,500 Startups
Seed Round - Movivo,https://www.crunchbase.com/funding_round/movivo-seed--73591e8d,Movivo,https://www.crunchbase.com/organization/movivo,Seed,,,,2016-11-25,,,,"Movivo allows users to cover the cost of their mobile minutes by completing surveys, crowdsourced tasks, and downloading new mobile apps.","Apps, Crowdsourcing, iOS, Mobile, Mobile Apps, Subscription Service, Telecommunications","London, England, United Kingdom, Europe",http://www.movivo.com/,Less than $1M,,"500 Startups, Downing Ventures, Firestartr, Force Over Mass Capital, London Co-Investment Fund, Theo Osborne"
Seed Round - GetCraft,https://www.crunchbase.com/funding_round/getcraft-seed--9528bc45,GetCraft,https://www.crunchbase.com/organization/getcraft,Seed,,,,2017-05-18,,,,GetCraft is SE Asia's premium creative network. It’s the best place to connect with creative professionals & businesses looking for work.,"Advertising, Content Creators, Marketing, Sharing Economy","Jakarta, Jakarta Raya, Indonesia, Asia",http://www.getcraft.com,$1M to $10M,Seed,"500 Startups, Convergence Ventures"
Seed Round - Cheddar Up,https://www.crunchbase.com/funding_round/cheddar-up-seed--5d88891d,Cheddar Up,https://www.crunchbase.com/organization/cheddar-up,Seed,725000,USD,725000,2015-04-09,,,,"Cheddar Up helps collect payments and information for anything. Move your community online, save time, and focus on more important stuff. ","Internet, Payments","Denver, Colorado, United States, North America",http://www.cheddarup.com,$1M to $10M,,"500 Startups, Foundry Group, Hedgewood, Zillionize Angel"
Seed Round - Angelcam,https://www.crunchbase.com/funding_round/angelcam-seed--f78535ac,Angelcam,https://www.crunchbase.com/organization/angelcam,Seed,100000,USD,100000,2014-04-15,,,,Angelcam is an online platform that offers cloud-based surveillance cameras.,"Cloud Security, Internet of Things, Mobile Apps, Security, Smart Home","Mountain View, California, United States, North America",http://www.angelcam.com,$1M to $10M,Seed,500 Startups
Seed Round - Decisive Health,https://www.crunchbase.com/funding_round/decisive-health-seed--0cd9e81c,Decisive Health,https://www.crunchbase.com/organization/decisive-health,Seed,50000,USD,50000,2015-05-15,,,,Bringing the convenience of Expedia to healthcare services,"Health Care, Information Technology","San Francisco, California, United States, North America",http://www.decisivehealth.com/,$1M to $10M,,"500 Startups, Dreamit Ventures"
Seed Round - gyft,https://www.crunchbase.com/funding_round/gyft-seed--5ac70f58,gyft,https://www.crunchbase.com/organization/gyft,Seed,1250000,USD,1250000,2012-09-10,,,,"Gyft is a mobile gift card app that allows customers to buy, store, send, and redeem gift cards conveniently from their mobile device.","Gift Card, Internet, Mobile, Mobile Payments","Mountain View, California, United States, North America",http://www.gyft.com,$10M to $50M,M&A,"500 Startups, Founder Collective, GV, Romulus Capital, Russell Cook"
Seed Round - Socius,https://www.crunchbase.com/funding_round/socius-seed--b96c76dc,Socius,https://www.crunchbase.com/organization/socius,Seed,,,,2016-03-06,,,,Socius provides next generation ad tools for digital marketers.,"Advertising, Advertising Platforms, B2B, Digital Media, Social Media, Social Media Advertising","Oslo, Oslo, Norway, Europe",https://www.socius.co/,$1M to $10M,Seed,500 Startups
Pre Seed Round - DB Menos,https://www.crunchbase.com/funding_round/db-menos-pre-seed--0d54bbc3,DB Menos,https://www.crunchbase.com/organization/db-menos,Pre-Seed,70000,USD,70000,2019-06-14,,,,DB Menos Provides solutions so that people with overdue loans can pay them off quickly at better rates.,"Apps, Finance, FinTech, Personal Finance, Wealth Management","Morelia, Michoacan de Ocampo, Mexico, North America",https://www.dbmenos.com/,Less than $1M,Seed,500 Startups
Seed Round - Mountary,https://www.crunchbase.com/funding_round/mountary-seed--bf83fca6,Mountary,https://www.crunchbase.com/organization/mountary,Seed,100000,USD,100000,2014-11-01,,,,"Mountary offers affordable, high quality custom frames because we know that it's our simple expressions that make us who we are.","Art, E-Commerce","San Francisco, California, United States, North America",http://www.mountary.com,$1M to $10M,Seed,500 Startups
Seed Round - ROCK PAMPER SCISSORS,https://www.crunchbase.com/funding_round/rock-pamper-scissors-seed--5732879b,ROCK PAMPER SCISSORS,https://www.crunchbase.com/organization/rock-pamper-scissors,Seed,1700000,USD,1700000,2016-05-23,,,,The default hairstyle app for the ‘now’ generation.,"Beauty, Fitness, Health Care, Millennials, Wellness","London, England, United Kingdom, Europe",https://www.rockpamperscissors.co.uk/,,Seed,"500 Startups, Seedcamp"
Pre Seed Round - Government App Solutions,https://www.crunchbase.com/funding_round/government-app-solutions-pre-seed--017df026,Government App Solutions,https://www.crunchbase.com/organization/government-app-solutions,Pre-Seed,780000,USD,780000,2018-01-22,2500000,USD,2500000,Crowdsourced ordinance violation reporting app,"Government, Public Safety, Public Transportation","San Francisco, California, United States, North America",http://www.GovAppSolutions.com,$1M to $10M,Early Stage Venture,500 Startups
Angel Round - CloudPeeps,https://www.crunchbase.com/funding_round/cloudpeeps-angel--a4c91a67,CloudPeeps,https://www.crunchbase.com/organization/cloudpeeps,Angel,,,,2015-12-31,,,,"CloudPeeps is an all-in-one platform, marketplace and community that empowers freelancers and businesses to do their best work.","Freelance, Marketplace","San Francisco, California, United States, North America",https://www.cloudpeeps.com,$1M to $10M,Seed,"500 Startups, Carol Schwartz, Creel Price, Cyan Banister, Denmark West, Investible, Jay Baer, Jesse Engle, Joe Fernandez, Joel Gascoigne, Kelly Hoey, Lewis Katz, Ligaya Tichy, Maneesh Arora, Naomi Simson, Renata Cooper, Scale Investors, Scott Banister, Sean Percival, Shan Mehta"
Series B - Kudo,https://www.crunchbase.com/funding_round/kudo-2-series-b--e365939c,Kudo,https://www.crunchbase.com/organization/kudo-2,Series B,,,,2016-09-14,,,,Kudo is an Indonesian startup technology company.,"E-Commerce, Information Technology, Payments","Jakarta, Jakarta Raya, Indonesia, Asia",http://kudo.co.id/,,M&A,"500 Startups, East Ventures, Emtek Group, Singapore Press Holdings, Skystar Capital, Spiral Ventures"
Series A - BTCjam,https://www.crunchbase.com/funding_round/btcjam-series-a--042dcf4d,BTCjam,https://www.crunchbase.com/organization/btcjam,Series A,6100000,USD,6100000,2014-12-24,,,,"With $11 million dollars in loan volume and growing, BTCJam has served more than 100,000 users from over 200 countries.","Bitcoin, Blockchain, Consumer Lending, Finance, Financial Services","San Francisco, California, United States, North America",http://btcjam.com,,Early Stage Venture,"500 Startups, Bitcoin Investment Trust, Fabrice Grinda, Foundation Capital, FundersClub, Jose Marin, Pantera Capital"
Seed Round - Vantage Sports,https://www.crunchbase.com/funding_round/vantage-sports-seed--fa738a6c,Vantage Sports,https://www.crunchbase.com/organization/vantage-sports,Seed,2000000,USD,2000000,2015-08-01,,,,Vantage Sports is a provider of a data collection platform,"Analytics, Sports","Seattle, Washington, United States, North America",https://team.vantagesports.com/,$1M to $10M,Seed,"500 Startups, QueensBridge Venture Partners, Social Starts, Structure Capital, Wexford Capital, William Morris Agency"
Seed Round - Partender,https://www.crunchbase.com/funding_round/partender-seed--5bfc7b76,Partender,https://www.crunchbase.com/organization/partender,Seed,,,,2014-05-01,,,,"We help over 15,000 bar and restaurant operators do inventory, ordering, & accounting in 15 min (down from 6 hrs) using patented technology.","Accounting, Consulting, Craft Beer, Food and Beverage, Hospitality, Logistics, Productivity Tools, Restaurants, SaaS, Wine And Spirits","San Francisco, California, United States, North America",https://app.partender.com/,Less than $1M,Seed,"500 Startups, Bedy Yang, Christen O'Brien, Christine Tsai, Cito Ventures, César Salazar, Dave McClure, Marc Bell Ventures, Pankaj Jain, Parker Thompson, Rubicon Venture Capital, Winklevoss Capital"
Seed Round - Her,https://www.crunchbase.com/funding_round/dattch-seed--864073bb,Her,https://www.crunchbase.com/organization/dattch,Seed,1000000,USD,1000000,2015-03-18,,,,"Her is a dating application for lesbians, bisexual and bi-curious women, allowing users to connect with each other and their community.","Apps, Dating, Mobile, Social Media","London, England, United Kingdom, Europe",https://weareher.com/,Less than $1M,Seed,"500 Startups, Alexis Ohanian, Andy McLoughlin, Anthony Citrano, Garry Tan, Louis Beryl, Marc Bell Ventures, Michael Birch"
Seed Round - Rota dos Concursos,https://www.crunchbase.com/funding_round/rota-dos-concursos-seed--d1e66206,Rota dos Concursos,https://www.crunchbase.com/organization/rota-dos-concursos,Seed,,,,2011-10-26,,,,Rota dos Concursos is an e-learning company for those people passionate about education and technology.,"Collaboration, Collaborative Consumption","Brasília, Rio Grande do Norte, Brazil, South America",http://rotadosconcursos.com.br,,Seed,500 Startups
Seed Round - UpCode Academy,https://www.crunchbase.com/funding_round/loco-seed--a40f3259,UpCode Academy,https://www.crunchbase.com/organization/loco,Seed,350000,SGD,253094,2015-10-16,,,,Learn to code from industry experts,"Apps, Education, Industrial","Singapore, Central Region, Singapore, Asia",https://www.upcodeacademy.com/,,Seed,"500 Startups, TRIVE"
Seed Round - iDreamBooks,https://www.crunchbase.com/funding_round/idreambooks-seed--4c4005fc,iDreamBooks,https://www.crunchbase.com/organization/idreambooks,Seed,,,,2012-07-31,,,,Book discovery tool with a rating and recommendation system,"Search Engine, Software","Sarnia, Ontario, Canada, North America",http://idreambooks.com/,Less than $1M,Seed,500 Startups
Seed Round - GetLinks,https://www.crunchbase.com/funding_round/getlinks-seed--3c16aaf9,GetLinks,https://www.crunchbase.com/organization/getlinks,Seed,500000,USD,500000,2016-03-07,,,,GetLinks is a platform and ecosystem connecting tech talents to opportunities across Asia.,"Human Resources, Recruiting, Staffing Agency","Bangkok, Krung Thep, Thailand, Asia",https://www.getlinks.co/,$1M to $10M,,"500 Startups, CyberAgent Capital"
Seed Round - Sira Medical,https://www.crunchbase.com/funding_round/sira-medical-seed--da99c8f4,Sira Medical,https://www.crunchbase.com/organization/sira-medical,Seed,,,,2019-12-18,,,,"Sira Medical offers RadHA, an augmented reality software that allows surgeons to view radiology images in a completely new way.","Augmented Reality, Health Care, Health Diagnostics, Software","San Francisco, California, United States, North America",https://www.siramedical.com/,,Seed,500 Startups
Seed Round - ZEST,https://www.crunchbase.com/funding_round/zest-4-seed--1f73aadb,ZEST,https://www.crunchbase.com/organization/zest-4,Seed,12000000,JPY,99980,2015-09-18,,,,Marketplace for Home Healthcare - Family Belongs Home,"B2B, Field Support, Health Care, Home Health Care, Human Resources, Marketplace","Tokyo, Tokyo, Japan, Asia",http://www.zest.jp/,$1M to $10M,Seed,500 Startups
Seed Round - abillion,https://www.crunchbase.com/funding_round/abillionveg-seed--66e9485b,abillion,https://www.crunchbase.com/organization/abillionveg,Seed,2150000,USD,2150000,2019-05-01,,,,We’re a global community making social impact & sustainability a habit for everyone.,"Apps, Consumer Reviews, Internet, Social Impact, Sustainability","Singapore, Central Region, Singapore, Asia",https://www.abillion.com,$1M to $10M,,"1/0 Capital, 500 Startups, Adam Levinson, Calibre Ventures, CCFO Investments, Shailesh Rao"
Seed Round - Mr. Draper,https://www.crunchbase.com/funding_round/mr-draper-seed--1530944e,Mr. Draper,https://www.crunchbase.com/organization/mr-draper,Seed,,,,2019-02-07,,,,Mr. Draper offers curated shopping services for men.,"E-Commerce, Retail, Shopping","Dubai, Dubai, United Arab Emirates, Asia",http://www.mrdraper.com,$1M to $10M,Early Stage Venture,500 Startups
Seed Round - Tappy PTE. LTD.,https://www.crunchbase.com/funding_round/tappy-pte--ltd--seed--770bba6a,Tappy PTE. LTD.,https://www.crunchbase.com/organization/tappy-pte--ltd-,Seed,200000,USD,200000,2014-08-28,,,,Hyperlocal social app that transforms any location into a virtual online community,"Lifestyle, Location Based Services, Mobile","Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",http://www.tappy.co,Less than $1M,M&A,"500 Startups, Thuc Vu"
Series A - Easyship,https://www.crunchbase.com/funding_round/easyship-fulfillment-services-series-a--e2e34345,Easyship,https://www.crunchbase.com/organization/easyship-fulfillment-services,Series A,4000000,USD,4000000,2018-11-29,,,,Easyship empowers eCommerce sellers with worldwide shipping.,"Courier Service, E-Commerce, Internet, Logistics, Marketplace, Shipping","Sheung Wan, Hong Kong Island, Hong Kong, Asia",https://www.easyship.com,$1M to $10M,Early Stage Venture,"500 Startups, Kima Ventures, Lamivoie, Maximilian Bittner, One Way Ventures, Picus Capital, Richard Lepeu, Rubicon Venture Capital"
Seed Round - Fileboard,https://www.crunchbase.com/funding_round/fileboard-seed--7fc919fc,Fileboard,https://www.crunchbase.com/organization/fileboard,Seed,,,,2011-10-26,,,,Fileboard helps manage and optimize communication and delivery of sales collateral— 1. Teams using Fileboard save several hours a week 2.,"Analytics, Enterprise Software, Online Portals, Software","San Francisco, California, United States, North America",http://www.fileboard.com,Less than $1M,Seed,500 Startups
Pre Seed Round - Clanbeat,https://www.crunchbase.com/funding_round/clanbeat-pre-seed--a8d0d746,Clanbeat,https://www.crunchbase.com/organization/clanbeat,Pre-Seed,,,,2017-05-11,,,,"Personalised growth support tool helping people to discover their true passions, achieve their goals and shape their own future.","EdTech, Human Resources, Software","Tallinna, Harjumaa, Estonia, Europe",http://www.clanbeat.com/,Less than $1M,Seed,500 Startups
Seed Round - Instawash,https://www.crunchbase.com/funding_round/instawash-489f-seed--97fb365d,Instawash,https://www.crunchbase.com/organization/instawash-489f,Seed,,,,2019-01-30,,,,Instawash provides real-time premium car wash services.,Apps,"Bangkok, Krung Thep, Thailand, Asia",https://instawashthailand.com/en/,,Seed,500 Startups
Seed Round - Bohemian Guitars,https://www.crunchbase.com/funding_round/bohemian-guitars-seed--b14e57a5,Bohemian Guitars,https://www.crunchbase.com/organization/bohemian-guitars,Seed,100000,USD,100000,2014-07-29,,,,Free-spirited music lifestyle brand,"E-Commerce, Education, Lifestyle, Music","Atlanta, Georgia, United States, North America",http://bohemianguitars.com,Less than $1M,Seed,"500 Startups, Julie McDermott, Sean Percival"
Seed Round - Vacayo,https://www.crunchbase.com/funding_round/vacayo-seed--b6bf99a5,Vacayo,https://www.crunchbase.com/organization/vacayo,Seed,1400000,USD,1400000,2018-05-08,,,,"Vacayo leases longterm rentals and transforms them into beautiful, group-friendly vacation rentals.","Hospitality, Real Estate, Travel","New York, New York, United States, North America",https://www.vacayo.com,,Seed,"500 Startups, Connecticut Innovations, Draper Associates, Garrett Koehn, Keystone Capital, Kirby Winfield, Stephen Silver"
Seed Round - ChemTech AI,https://www.crunchbase.com/funding_round/chemtec-seed--b3d79c41,ChemTech AI,https://www.crunchbase.com/organization/chemtec,Seed,150000,USD,150000,2019-07-22,,,,ChemTech designs AI-based product for manufacturing plant automatization.,"Analytics, Artificial Intelligence, Industrial Automation, Manufacturing","New York, New York, United States, North America",https://www.chmtch.com,,Seed,500 Startups
"Seed Round - Simless, Inc.",https://www.crunchbase.com/funding_round/simless-inc--seed--ce402497,"Simless, Inc.",https://www.crunchbase.com/organization/simless-inc-,Seed,125000,USD,125000,2016-05-18,,,,"Simless, Inc. is simplifying the way people and objects get access to cellular connectivity.","Mobile, Telecommunications, Wireless","Atlanta, Georgia, United States, North America",http://www.simless.com,$1M to $10M,M&A,500 Startups
Seed Round - Nestrom,https://www.crunchbase.com/funding_round/nestrom-seed--2fb197e9,Nestrom,https://www.crunchbase.com/organization/nestrom,Seed,,,,2018-01-27,,,,"A mobile first SaaS solution to streamline data gathering,  observations, inspections and work-orders from the field.","Big Data, Information Technology, Internet of Things","Amman, Amman, Jordan, Asia",http://www.nestrom.com,,Seed,"500 Startups, Agrimatico, Propeller Inc., Wamda Capital"
Seed Round - Boon + Gable,https://www.crunchbase.com/funding_round/boon-and-gable-seed--c7036112,Boon + Gable,https://www.crunchbase.com/organization/boon-and-gable,Seed,2500000,USD,2500000,2016-06-27,,,, Boon + Gable is a virtual personal shopper that provides users with recommended items through the mail on a monthly basis.,"Apps, E-Commerce, Internet, Shopping","San Francisco, California, United States, North America",https://www.boonandgable.com/,,Seed,"500 Startups, Crosscut Ventures, Crosslink Capital, Daniel Curran, Ed Roman, Female Founders Fund, Fresco Capital, Maveron, Structure Capital"
Seed Round - TapChief,https://www.crunchbase.com/funding_round/tapchief-seed--c82b7768,TapChief,https://www.crunchbase.com/organization/tapchief,Seed,650000,USD,650000,2019-06-26,,,,TapChief offers a cohesive platform to discover and schedule calls with experts to get advice across domains.,"Consulting, Freelance, Internet, Professional Networking, Sharing Economy","Bengaluru, Karnataka, India, Asia",http://www.tapchief.com/,$1M to $10M,M&A,"500 Startups, Amit Ranjan, Aprameya Radhakrishna, Kunal Shah, Mekin Maheshwari, NuVentures, Paytm, Stanford Angels and Entrepreneurs, SucSEED Venture Partners"
Series A - OtherInbox,https://www.crunchbase.com/funding_round/otherinbox-series-a--deff39e1,OtherInbox,https://www.crunchbase.com/organization/otherinbox,Series A,1500000,USD,1500000,2010-09-20,,,,OtherInbox is a company that builds technology to automatically organize emails enabling users to focus on messages based on their priority.,"Email, Information Technology, Internet, Messaging, Shopping, Social Media, Spam Filtering","Austin, Texas, United States, North America",http://www.otherinbox.com,,M&A,"500 Startups, Altos Ventures, Arjun Sethi, Ash Patel, Bill Boebel, David Nakayama, Naval Ravikant, Othman Laraki, Sam Pullara, Source Spring, Wilson Sonsini Goodrich & Rosati"
Seed Round - SocialDice,https://www.crunchbase.com/funding_round/socialdice-seed--56b83657,SocialDice,https://www.crunchbase.com/organization/socialdice,Seed,600000,USD,600000,2017-07-30,,,,"SocialDice is an innovative hiring solution that makes hiring easy, smart and fun tailored for SMEs in the Middle East & North Africa.","Artificial Intelligence, Human Resources, Recruiting, SaaS, Social Recruiting","Dubai, Dubai, United Arab Emirates, Asia",https://socialdice.net,$1M to $10M,Early Stage Venture,"500 Startups, Ibtikar Fund, Oasis500, Raed Ventures, Sadara Ventures, Zahi Khouri"
Seed Round - Feesheh,https://www.crunchbase.com/funding_round/feesheh-seed--fdcd4e0e,Feesheh,https://www.crunchbase.com/organization/feesheh,Seed,100000,USD,100000,2014-08-01,,,,Feesheh Provides you with musical instruments of all brands at competitive prices.,"E-Commerce, Music, Musical Instruments","Amman, Amman, Jordan, Asia",http://www.feesheh.com,,Seed,500 Startups
Seed Round - Floward,https://www.crunchbase.com/funding_round/flowardco-seed--84d85aab,Floward,https://www.crunchbase.com/organization/flowardco,Seed,,,,2019-10-17,,,,Floward is an online full-fledged flowers and gifts ecommerce solution servicing the largest customer base in the MENA region,"E-Commerce, Flowers, Internet","Kuwait, Al Kuwayt, Kuwait, Asia",http://www.floward.com,,,500 Startups
Seed Round - Partender,https://www.crunchbase.com/funding_round/partender-seed--db171665,Partender,https://www.crunchbase.com/organization/partender,Seed,,,,2013-10-29,,,,"We help over 15,000 bar and restaurant operators do inventory, ordering, & accounting in 15 min (down from 6 hrs) using patented technology.","Accounting, Consulting, Craft Beer, Food and Beverage, Hospitality, Logistics, Productivity Tools, Restaurants, SaaS, Wine And Spirits","San Francisco, California, United States, North America",https://app.partender.com/,Less than $1M,Seed,500 Startups
Seed Round - MightyText,https://www.crunchbase.com/funding_round/mightytext-seed--69b025a5,MightyText,https://www.crunchbase.com/organization/mightytext,Seed,650000,USD,650000,2011-01-01,,,,MightyText is a messaging app that enables users to send and receive text and MMS messages via computers and android phones.,"Enterprise Applications, Messaging, Mobile","Santa Clara, California, United States, North America",http://mightytext.net,Less than $1M,,"500 Startups, Aayush Phumbhra, Base Ventures, CRV, Cyan Banister, Ellen Levy, Erik Moore, First Round Capital, Kai Huang, Naval Ravikant, Richard Chen, Scott Banister"
Series B - ERPLY,https://www.crunchbase.com/funding_round/erply-series-b--73be576c,ERPLY,https://www.crunchbase.com/organization/erply,Series B,2150000,USD,2150000,2013-05-24,,,,"ERPLY provides SaaS-based solutions for commercial retail inventory that handles data across physical shops, online stores, and warehouses.","Enterprise Resource Planning (ERP), Point of Sale, Retail, SaaS, Software","New York, New York, United States, North America",https://erply.com/,$10M to $50M,Early Stage Venture,"500 Startups, Index Ventures, Redpoint"
Series B - AppOnboard,https://www.crunchbase.com/funding_round/app-onboard-inc-series-b--30f3c5d4,AppOnboard,https://www.crunchbase.com/organization/app-onboard-inc,Series B,15000000,USD,15000000,2018-12-11,,,,AppOnboard is a software company that empowers creators to build businesses without any programming experience.,"Data Visualization, Developer APIs, Developer Platform, Developer Tools, Software","Los Angeles, California, United States, North America",http://www.AppOnboard.com,$1M to $10M,Late Stage Venture,"500 Startups, BreakawayGrowth Fund, Korea Investment Partners, Manta Ray Ventures, Mirae Asset Venture Investment, Modern Times Group, MTGx, Runa Capital, Tiller Partners, Troy Capital Partners"
Seed Round - SweepSouth,https://www.crunchbase.com/funding_round/sweepsouth-seed--3a6496d2,SweepSouth,https://www.crunchbase.com/organization/sweepsouth,Seed,,,,2015-05-06,,,,SweepSouth is a cleaning service company that connects clients to on-demand domestic cleaners via an online booking platform.,"E-Commerce, Home Improvement, Home Services, Internet, Logistics, Retail","Sandown, NA - South Africa, South Africa, Africa",https://sweepsouth.com/,$1M to $10M,,"500 Startups, CRE Venture Capital, Llew Claasen, Polo Leteka, Vinny Lingham"
Seed Round - Glints,https://www.crunchbase.com/funding_round/glints-seed--476121f9,Glints,https://www.crunchbase.com/organization/glints,Seed,475000,USD,475000,2015-02-11,,,,Glints is an online talent recruitment and job matching platform.,"Employment, Human Resources, Online Portals, Recruiting","Singapore, Central Region, Singapore, Asia",https://glints.com/,$10M to $50M,Late Stage Venture,"500 Startups, Darius Cheung, East Ventures, Infocomm Investments, John Tan, Pix Vine Capital, SPH Media Fund"
Seed Round - Wherefor,https://www.crunchbase.com/funding_round/wherefor-seed--f29da941,Wherefor,https://www.crunchbase.com/organization/wherefor,Seed,125000,USD,125000,2016-09-09,,,,"Wherefor is a travel startup that shows where to go, for what can spend.","Reservations, Travel, Travel Accommodations","Santa Monica, California, United States, North America",http://wherefor.com,Less than $1M,,"500 Startups, Dyrdek Machine"
Series B - PeopleFund,https://www.crunchbase.com/funding_round/peoplefund-company-series-b--3a18f6dc,PeopleFund,https://www.crunchbase.com/organization/peoplefund-company,Series B,11000000,USD,11000000,2018-10-30,,,,PeopleFund is Korea's leading digital lender focused on consumer finance.,"Finance, Financial Services, FinTech","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",http://www.peoplefund.co.kr,$1M to $10M,Early Stage Venture,"500 Startups, D3 Jubilee, DAYLI Financial Group, Kakao Pay"
Seed Round - Anyadir Education,https://www.crunchbase.com/funding_round/anyadir-education-seed--7a9f8748,Anyadir Education,https://www.crunchbase.com/organization/anyadir-education,Seed,,,,2013-07-29,,,,Empowering Universities to Recruit Socia,"Education, Universities","Mountain View, California, United States, North America",http://www.anyadir.us,$1M to $10M,Seed,500 Startups
Seed Round - BountyHunter,https://www.crunchbase.com/funding_round/bountyhunter-seed--14ffe0f2,BountyHunter,https://www.crunchbase.com/organization/bountyhunter,Seed,,,,2013-07-29,,,,Creative Community with Competitions,"Communities, Crowdsourcing, Marketing","Mountain View, California, United States, North America",http://bhuntr.com,$1M to $10M,Seed,500 Startups
Seed Round - Dawsat,https://www.crunchbase.com/funding_round/dawsat-seed--7367a146,Dawsat,https://www.crunchbase.com/organization/dawsat,Seed,,,,2019-11-01,,,,Dawsat is a wellness program and dietary point system based on Arabic cuisine.,"Artificial Intelligence, Health Care, Wellness","London, England, United Kingdom, Europe",https://dawsat.com/,,Seed,500 Startups
Seed Round - Text To Ticket,https://www.crunchbase.com/funding_round/text-to-ticket-seed--451ac3a0,Text To Ticket,https://www.crunchbase.com/organization/text-to-ticket,Seed,,,,2017-02-11,,,,Text To Ticket is a mobile ticketing app that pays users who will submit video of distracted drivers.,"Apps, Internet, Mobile","San Francisco, California, United States, North America",https://www.texttoticket.com/,,Seed,500 Startups
Seed Round - MagicPrice,https://www.crunchbase.com/funding_round/sora-seed--f9cdf12c,MagicPrice,https://www.crunchbase.com/organization/sora,Seed,20000000,JPY,194966,2016-07-01,,,,MagicPrice is an online service that compares prices of various hotels and inns.,"B2B, E-Commerce, Hotel, Travel","Tokyo, Tokyo, Japan, Asia",http://sora.flights/,Less than $1M,Early Stage Venture,"500 Kobe, 500 Startups, 500 Startups Japan, Incubate Fund, Kotaro Chiba"
Seed Round - Limk,https://www.crunchbase.com/funding_round/limk-seed--fe573fbe,Limk,https://www.crunchbase.com/organization/limk,Seed,293000,USD,293000,2014-04-28,,,,"Limk is a content distribution and a discovery platform, helping websites grow traffic while reaching highly engaged audiences.","Advertising, Content, Logistics","San Francisco, California, United States, North America",http://limk.com,$1M to $10M,Seed,"500 Startups, Kima Ventures, Rockstart"
Seed Round - Clip,https://www.crunchbase.com/funding_round/payclip-seed--0945a775,Clip,https://www.crunchbase.com/organization/payclip,Seed,,,,2013-07-01,,,,Clip is the terminal that allows businesses to easily accept all electronic payments methods.,"E-Commerce, FinTech, Mobile, Mobile Payments, Payments","Mexico City, Distrito Federal, Mexico, North America",https://clip.mx,$10M to $50M,Late Stage Venture,"500 Startups, Accion Venture Lab, Alta Ventures Mexico, Angel Ventures, Karl Mehta"
Seed Round - WalletKit,https://www.crunchbase.com/funding_round/walletkit-seed--ef95eafc,WalletKit,https://www.crunchbase.com/organization/walletkit,Seed,,,,2012-07-31,,,,WalletKit is a SaaS-based platform enabling businesses to design and deliver digital passes and tickets to mobile wallets.,"Mobile, Ticketing","Mountain View, California, United States, North America",http://www.walletkit.com,,Seed,500 Startups
