Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - Tone,https://www.crunchbase.com/funding_round/tone-60eb-seed--20886104,Tone,https://www.crunchbase.com/organization/tone-60eb,Seed,,,,2018-02-01,,,,"Tone helps your e-commerce store capture more revenue with AI-enhanced, human text message conversations.","Advertising, E-Commerce, Internet, Marketing, SMS","Cambridge, Massachusetts, United States, North America",https://tonemessaging.com/,,Seed,"Techstars, Techstars Boston Accelerator, Walnut Venture Associates"
Pre Seed Round - Rnters,https://www.crunchbase.com/funding_round/rnters-pre-seed--4e5c1887,Rnters,https://www.crunchbase.com/organization/rnters,Pre-Seed,120000,USD,120000,2020-03-02,,,,Rnters is the rental solution for any company.,"E-Commerce, Information Technology, Internet, Marketplace, Online Portals, Rental","Lisboa, Lisboa, Portugal, Europe",https://rnters.com/,,Seed,"Techstars, Techstars Lisbon in partnership with Semapa Next"
Pre Seed Round - Netcapital,https://www.crunchbase.com/funding_round/netcapital-pre-seed--532caebc,Netcapital,https://www.crunchbase.com/organization/netcapital,Pre-Seed,120000,USD,120000,2017-10-06,,,,Netcapital enables investors to invest in entrepreneurs seeking to raise capital using technology.,"B2B, Business Development, Communities, Finance, Financial Services, FinTech, Legal, Market Research, Small and Medium Businesses","Boston, Massachusetts, United States, North America",https://netcapital.com/,,Seed,Techstars
Pre Seed Round - Kanda,https://www.crunchbase.com/funding_round/kanda-pre-seed--b873b8c2,Kanda,https://www.crunchbase.com/organization/kanda,Pre-Seed,120000,USD,120000,2020-11-16,,,,"We build digital twins for business using VR, AR and MR. We approach this using Design Thinking and Gamification.","Augmented Reality, Corporate Training, Software, Virtual Reality","Aarhus, Midtjylland, Denmark, Europe",http://kanda.dk/,$1M to $10M,Seed,Techstars
Pre Seed Round - Vervet,https://www.crunchbase.com/funding_round/vervet-pre-seed--38a3e23e,Vervet,https://www.crunchbase.com/organization/vervet,Pre-Seed,120000,USD,120000,2020-08-31,,,,"Vervet is a manufacturing company that specializes in retail, sales, and distribution of beer and cocktails.","Craft Beer, Food and Beverage, Manufacturing","Los Angeles, California, United States, North America",https://drinkvervet.com/home,,Seed,"Techstars, Techstars Korea Accelerator"
Pre Seed Round - Lanu,https://www.crunchbase.com/funding_round/lanu-pre-seed--c402915e,Lanu,https://www.crunchbase.com/organization/lanu,Pre-Seed,120000,USD,120000,2020-09-07,,,,Lanu uses sophisticated algorithms to calculate the planning possibilities of a house which can reveal the value within.,"Apps, Information Technology, Real Estate","London, England, United Kingdom, Europe",https://lanu.co.uk/,,Seed,"Techstars, Techstars London Accelerator"
Pre Seed Round - Sybel,https://www.crunchbase.com/funding_round/sybel-pre-seed--8f5226a2,Sybel,https://www.crunchbase.com/organization/sybel,Pre-Seed,120000,USD,120000,2020-06-17,,,,"Sybel is an online platform that enables users to listen to shows and talk-shows on mobiles, tablets, intelligent speakers, cars and so on.","Audio, Digital Media, Media and Entertainment, Podcast","Paris, Ile-de-France, France, Europe",https://sybel.co/en/,$1M to $10M,Seed,Techstars
Pre Seed Round - 1Q,https://www.crunchbase.com/funding_round/1q-pre-seed--59b1745e,1Q,https://www.crunchbase.com/organization/1q,Pre-Seed,120000,USD,120000,2013-12-23,,,,1Q is a revolutionary consumer engagement platform.,"Market Research, Real Time, Software","Atlanta, Georgia, United States, North America",https://1q.com/,,Seed,Techstars
Pre Seed Round - Bountifarm,https://www.crunchbase.com/funding_round/bountifarm-pre-seed--636a39e4,Bountifarm,https://www.crunchbase.com/organization/bountifarm,Pre-Seed,120000,USD,120000,2020-08-31,,,,Bountifarm is a platform where buyers and sellers can 'chat' with AI brokers to connect and transact.,"Agriculture, Farming, Information Technology, Software",,https://bountifarm.com/,,Seed,"Techstars, Techstars Korea Accelerator"
Pre Seed Round - Locker,https://www.crunchbase.com/funding_round/locker-659d-pre-seed--9083a952,Locker,https://www.crunchbase.com/organization/locker-659d,Pre-Seed,120000,USD,120000,2020-07-13,,,,Locker is an app which provides a single centralised platform for sports fans to consume their favourite sports media and stats.,"Digital Media, Gambling, Media and Entertainment, Mobile Apps, News, Sports","Galway, Galway, Ireland, Europe",http://getlocker.com,,Seed,"Techstars, Techstars Sports Accelerator Powered by Indy"
Pre Seed Round - Symbl.ai,https://www.crunchbase.com/funding_round/rammer-ai-pre-seed--6525a8cb,Symbl.ai,https://www.crunchbase.com/organization/rammer-ai,Pre-Seed,120000,USD,120000,2019-02-02,,,,"Symbl.ai is an early-stage, venture-backed startup that is democratizing access to conversational intelligence for developers.","Artificial Intelligence, B2B, Developer APIs, SaaS, Software","Seattle, Washington, United States, North America",https://symbl.ai,Less than $1M,Seed,"Techstars, Techstars Seattle Accelerator"
Pre Seed Round - Arextech,https://www.crunchbase.com/funding_round/arextech-pre-seed--9c7dab9e,Arextech,https://www.crunchbase.com/organization/arextech,Pre-Seed,120000,USD,120000,2019-09-09,,,,"Arextech designs and creates collaborative solutions that simplify, automate and scale complex real estate processes.","Blockchain, Commercial Real Estate, Information Technology, Real Estate, Real Estate Investment, Software","Toronto, Ontario, Canada, North America",https://arex.technology/,$1M to $10M,Seed,"Colliers Proptech Accelerator Powered by Techstars, Techstars"
Pre Seed Round - Credentially,https://www.crunchbase.com/funding_round/credentially-pre-seed--3cb9c4ea,Credentially,https://www.crunchbase.com/organization/credentially,Pre-Seed,120000,USD,120000,2016-06-20,,,,"We work to save healthcare providers millions of hours in wasted clinical time by automating signup, credentialing, and compliance.","Health Care, Human Resources, SaaS, Software","Benfleet, Essex, United Kingdom, Europe",https://credentially.io/,,,"Techstars, Techstars London Accelerator"
Pre Seed Round - Lifekind,https://www.crunchbase.com/funding_round/lifekind-pre-seed--5aceb7c7,Lifekind,https://www.crunchbase.com/organization/lifekind,Pre-Seed,120000,USD,120000,2014-03-12,,,,Lifekind is a developer of AI persona designed to represent real people.,"Artificial Intelligence, Information Technology, Software","Los Angeles, California, United States, North America",https://www.lifekind.ai/,,Seed,"Techstars, Techstars New York City Accelerator"
Pre Seed Round - Fiat Labs,https://www.crunchbase.com/funding_round/fiat-labs-pre-seed--44cc5e36,Fiat Labs,https://www.crunchbase.com/organization/fiat-labs,Pre-Seed,120000,USD,120000,2018-07-16,,,,Fiat Labs is currently operating in stealth mode.,,"Boulder, Colorado, United States, North America",,,Seed,"Techstars, Techstars New York City Accelerator"
Pre Seed Round - Certa,https://www.crunchbase.com/funding_round/certa-pre-seed--13fd769a,Certa,https://www.crunchbase.com/organization/certa,Pre-Seed,120000,USD,120000,2013-08-05,,,,Certa is the all-in-one third party workflow platform,Information Technology,"Saratoga, California, United States, North America",https://www.getcerta.com/,$1M to $10M,Seed,"Techstars, Techstars Seattle Accelerator"
Pre Seed Round - Aya,https://www.crunchbase.com/funding_round/aya-pre-seed--a1d17888,Aya,https://www.crunchbase.com/organization/aya,Pre-Seed,120000,USD,120000,2020-09-07,,,,Mobile platform for mental health and wellbeing,"Health Care, Mobile","London, England, United Kingdom, Europe",https://meetaya.com/,,Seed,"Techstars, Techstars London Accelerator"
Pre Seed Round - ToDoolie,https://www.crunchbase.com/funding_round/todoolie-pre-seed--9d1e7adf,ToDoolie,https://www.crunchbase.com/organization/todoolie,Pre-Seed,425000,USD,425000,2020-01-27,,,,ToDoolie is a social platform that allows users to hire local students to help with simple outdoor tasks.,"Apps, Developer Platform, Internet, Mobile, Mobile Apps, PaaS, Virtual Workforce","Detroit, Michigan, United States, North America",https://www.todoolie.com,Less than $1M,Seed,"Bamboo Angel Group, Invest Detroit Ventures, Techstars, Techstars Chicago"
Pre Seed Round - Fabriq,https://www.crunchbase.com/funding_round/fabriq-8862-pre-seed--2004b502,Fabriq,https://www.crunchbase.com/organization/fabriq-8862,Pre-Seed,120000,USD,120000,2016-02-22,,,,"Fabriq allows its users to show their favorite people how much they care, even when they're stuck at home.","Apps, Fitness, Health Care, Mobile Apps, Personal Health","Denver, Colorado, United States, North America",https://www.ourfabriq.com/,,Seed,"Techstars, Techstars Boulder Accelerator"
"Pre Seed Round - TruSpin Nanomaterial Innovation, Inc.",https://www.crunchbase.com/funding_round/truspin-nanomaterial-innovation-inc-pre-seed--b1078300,"TruSpin Nanomaterial Innovation, Inc.",https://www.crunchbase.com/organization/truspin-nanomaterial-innovation-inc,Pre-Seed,120000,USD,120000,2020-09-08,,,,"Advanced Materials, Nanomaterials","Advanced Materials, Energy Storage, Nanotechnology","Birmingham, Alabama, United States, North America",https://www.tru-spin.com,,Seed,Techstars
Pre Seed Round - Girbil,https://www.crunchbase.com/funding_round/girbil-pre-seed--a3627ea7,Girbil,https://www.crunchbase.com/organization/girbil,Pre-Seed,120000,USD,120000,2019-01-28,,,,Girbil is an asynchronous video collaboration tool for remote work teams.,"Information Technology, Internet, Software",,https://www.girbil.com,,Seed,"Techstars, Techstars Boulder Accelerator"
Pre Seed Round - Trace.com,https://www.crunchbase.com/funding_round/trace-yourself-pre-seed--08a46adb,Trace.com,https://www.crunchbase.com/organization/trace-yourself,Pre-Seed,120000,USD,120000,2016-02-22,,,,Trace delivers better family research by pairing the best genealogists on earth with your specific research objectives.,"Family, Internet","Provo, Utah, United States, North America",https://www.trace.com/,$1M to $10M,Seed,"Techstars, Techstars Boulder Accelerator"
Pre Seed Round - Cobalt Software,https://www.crunchbase.com/funding_round/cobalt-software-fac6-pre-seed--54bb080a,Cobalt Software,https://www.crunchbase.com/organization/cobalt-software-fac6,Pre-Seed,120000,USD,120000,2012-01-24,,,,"Cobalt Software enables private equity and venture capital firms can collect, analyze, and report on fund and portfolio company metrics.","Financial Services, Information Technology, Internet, Software","Boston, Massachusetts, United States, North America",https://www.cobalt.pe/,,Seed,"Techstars, Techstars Boston Accelerator"
Pre Seed Round - GoLogic,https://www.crunchbase.com/funding_round/gologic-pre-seed--c867606f,GoLogic,https://www.crunchbase.com/organization/gologic,Pre-Seed,120000,USD,120000,2020-01-20,,,,"GoLogic creates turnkey, digital solutions for small businesses to increase revenue opportunities and deepen customer relationships.","Delivery, Food and Beverage, Food Delivery",,https://gologicsolutions.com/,,Seed,"Techstars, Techstars Chicago"
Pre Seed Round - OpenLoop,https://www.crunchbase.com/funding_round/openloop-pre-seed--bf2471ea,OpenLoop,https://www.crunchbase.com/organization/openloop,Pre-Seed,20000,USD,20000,2020-09-07,,,,OpenLoop is health-tech solution that matches healthcare providers with practices or hospitals seeking efficient shift coverage.,"Health Care, Medical, Service Industry","Des Moines, Iowa, United States, North America",https://www.openloophealth.com,,,"Techstars, Techstars Iowa Accelerator"
Seed Round - TermScout,https://www.crunchbase.com/funding_round/termscout-95d7-seed--8f6d555a,TermScout,https://www.crunchbase.com/organization/termscout-95d7,Seed,1250000,USD,1250000,2020-07-29,,,,"TermScout is a legal tech platform that brings transparency to the contract review process, reducing review time by up to 50%.",Legal Tech,"Denver, Colorado, United States, North America",https://termscout.com,,Seed,"eonCapital, Hilltop Venture Partners, Techstars"
Pre Seed Round - Syncify,https://www.crunchbase.com/funding_round/syncify-pre-seed--cfd912f4,Syncify,https://www.crunchbase.com/organization/syncify,Pre-Seed,,,,2020-09-03,,,,"Syncify reverses the current nature of social media. Instead of creating media about ourselves, we will encourage connection around media.","Audio, Audiobooks, Mobile Apps, Podcast, Social Media","London, England, United Kingdom, Europe",http://syncifyapp.com,,Seed,"Techstars, Techstars London Accelerator"
Pre Seed Round - Tempore,https://www.crunchbase.com/funding_round/travel-labs-pre-seed--8d77f373,Tempore,https://www.crunchbase.com/organization/travel-labs,Pre-Seed,120000,USD,120000,2020-09-07,,,,Business Travel in One Click | Artificially Intelligent Software for the Modern Workplace,"Artificial Intelligence, B2B, Business Travel, Machine Learning, SaaS, Software","Minneapolis, Minnesota, United States, North America",https://www.tempore.com,Less than $1M,Seed,"Techstars, Techstars Iowa Accelerator"
Pre Seed Round - Neolth,https://www.crunchbase.com/funding_round/neolth-pre-seed--06f67c00,Neolth,https://www.crunchbase.com/organization/neolth,Pre-Seed,120000,USD,120000,2020-09-07,,,,"On-demand, individualized mental health support for students","EdTech, Health Care, Information Technology, mHealth","Walnut Creek, California, United States, North America",https://www.neolth.com,,Seed,"Techstars, Techstars Iowa Accelerator"
Pre Seed Round - Pixchange,https://www.crunchbase.com/funding_round/pixchange-pre-seed--7970ad9c,Pixchange,https://www.crunchbase.com/organization/pixchange,Pre-Seed,,,,2020-09-03,,,,"Pixchange provides a customizable keyboard to organize your gifs, stickers, and images.","Apps, Internet of Things, Mobile Apps","Bern, Bern, Switzerland, Europe",https://www.pixchangeapp.com/,,Seed,"Techstars, Techstars London Accelerator"
Pre Seed Round - PROJiTECH,https://www.crunchbase.com/funding_round/projitech-pre-seed--49c4389e,PROJiTECH,https://www.crunchbase.com/organization/projitech,Pre-Seed,,,,2020-09-08,,,,PROJiTECH  is a dedicated to incorporating the latest mobile technology into the field of civil projects.,Information Technology,"Elyria, Ohio, United States, North America",http://www.projitechllc.com/,,Seed,"Techstars, Techstars & The Heritage Group Hardtech Accelerator"
Pre Seed Round - Dhakai,https://www.crunchbase.com/funding_round/dhakai-pre-seed--8908d6f8,Dhakai,https://www.crunchbase.com/organization/dhakai,Pre-Seed,120000,USD,120000,2020-09-07,,,,Premium B2B marketplace connecting South Asian apparel manufactures directly to private labels & retailers,"Fashion, Information Technology, Marketplace, Retail Technology, Supply Chain Management","Cedar Falls, Iowa, United States, North America",https://dhakai.com/,,Seed,"Techstars, Techstars Iowa Accelerator"
Pre Seed Round - WalletCard,https://www.crunchbase.com/funding_round/walletcard-inc-pre-seed--4dec1515,WalletCard,https://www.crunchbase.com/organization/walletcard-inc,Pre-Seed,120000,USD,120000,2020-09-07,,,,WalletCard is a digital platform for effectively tracking and managing workplace safety & certification requirements.,"Collaboration, Compliance, Public Safety, Risk Management, SaaS, Software, Training","Vancouver, British Columbia, Canada, North America",https://www.mywalletcard.com,Less than $1M,Seed,"Techstars, Techstars Iowa Accelerator"
Pre Seed Round - Civic Champs,https://www.crunchbase.com/funding_round/civic-champs-pre-seed--ba45bf80,Civic Champs,https://www.crunchbase.com/organization/civic-champs,Pre-Seed,120000,USD,120000,2020-09-07,,,,Mobile-first platform for volunteer management,"Mobile Apps, Non Profit, Software","Bloomington, Indiana, United States, North America",https://www.civicchamps.com,$1M to $10M,Seed,"Techstars, Techstars Iowa Accelerator"
Seed Round - eola,https://www.crunchbase.com/funding_round/eola-seed--c546845e,eola,https://www.crunchbase.com/organization/eola,Seed,,,,2020-09-03,,,,eola is an operating system for experience providers,"Internet, Tourism","London, England, United Kingdom, Europe",https://eola.co,$1M to $10M,Seed,"Techstars, Techstars London Accelerator"
Pre Seed Round - SoleLife,https://www.crunchbase.com/funding_round/solelife-pre-seed--4c213b68,SoleLife,https://www.crunchbase.com/organization/solelife,Pre-Seed,120000,USD,120000,2020-09-07,,,,SoleLife is the first tele-coaching and business automation platform built by coaches for coaches.,"Artificial Intelligence, Consulting, Consumer Software, Mobile","Raleigh, North Carolina, United States, North America",https://www.solelife.com,$1M to $10M,Seed,"Techstars, Techstars Iowa Accelerator"
Pre Seed Round - Lingco Language Labs,https://www.crunchbase.com/funding_round/lingco-language-labs-pre-seed--e5172d17,Lingco Language Labs,https://www.crunchbase.com/organization/lingco-language-labs,Pre-Seed,120000,USD,120000,2020-09-07,,,,Adaptive language learning platform for schools,"Artificial Intelligence, EdTech, Education, Internet, Software","East Lansing, Michigan, United States, North America",http://www.lingco.io/,Less than $1M,Seed,"Techstars, Techstars Iowa Accelerator"
Pre Seed Round - Iamus Technologies,https://www.crunchbase.com/funding_round/iamus-technologies-pre-seed--54e7ab9c,Iamus Technologies,https://www.crunchbase.com/organization/iamus-technologies,Pre-Seed,,,,2020-09-07,,,,Iamus is an Artificial Intelligence & Robotics company,"AgTech, Artificial Intelligence, Livestock, Machine Learning, Robotics","Dublin, Dublin, Ireland, Europe",https://www.iamus.ai,,Seed,"Techstars, Techstars Farm to Fork Accelerator"
Pre Seed Round - Kiddo,https://www.crunchbase.com/funding_round/good-parents-inc-pre-seed--05bd1f4e,Kiddo,https://www.crunchbase.com/organization/good-parents-inc,Pre-Seed,120000,USD,120000,2020-08-30,,,,Kiddo is a personalized smart at-home health monitoring platform for children.,"Health Care, Health Insurance, Home Health Care, Wellness","San Francisco, California, United States, North America",http://www.kiddowear.com,$1M to $10M,Seed,"Techstars, UnitedHealthcare Accelerator Powered by Techstars"
Pre Seed Round - Datance,https://www.crunchbase.com/funding_round/datance-pre-seed--6fee22d2,Datance,https://www.crunchbase.com/organization/datance,Pre-Seed,,,,2020-08-17,,,,"Datance provides enterprises with the world's first fully-managed, code-free, user-friendly data management and analytics solution.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Data Integration, Data Visualization, Machine Learning, Software","Los Angeles, California, United States, North America",https://datance.ai,,Seed,"Techstars, Techstars Korea Accelerator"
Pre Seed Round - LivNao Technologies,https://www.crunchbase.com/funding_round/livnao-technologies-corp-pre-seed--9560eef4,LivNao Technologies,https://www.crunchbase.com/organization/livnao-technologies-corp,Pre-Seed,,,,2020-09-15,,,,LivNao Technologies leverages deep learning to detect changes in mental health before it affects performance and productivity.,"Artificial Intelligence, Health Care, Health Diagnostics, Machine Learning","Vancouver, British Columbia, Canada, North America",https://livnao.com,,Seed,"MetLife Digital Accelerator powered by Techstars, Techstars"
Pre Seed Round - Samaritan,https://www.crunchbase.com/funding_round/givesafe-2-pre-seed--113096af,Samaritan,https://www.crunchbase.com/organization/givesafe-2,Pre-Seed,120000,USD,120000,2020-08-30,,,,Samaritan app reveals the story of unsheltered people whom you pass by daily.,"Apps, Internet of Things, News","Seattle, Washington, United States, North America",http://withgivesafe.org,,Seed,"Techstars, UnitedHealthcare Accelerator Powered by Techstars"
Funding Round - Covatic,https://www.crunchbase.com/funding_round/covatic-undisclosed--1698e86d,Covatic,https://www.crunchbase.com/organization/covatic,Funding Round,,,,2020-09-07,,,,Covatic is the use of mobile based algorithms to bring smart personalisation to apps,"Apps, Mobile, Software","Oxford, Oxfordshire, United Kingdom, Europe",http://www.covatic.com/,$1M to $10M,,"Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, Techstars"
Seed Round - Grubbly Farms,https://www.crunchbase.com/funding_round/grubbly-farms-seed--4e11420c,Grubbly Farms,https://www.crunchbase.com/organization/grubbly-farms,Seed,2900000,USD,2900000,2020-07-28,,,,Grubbly Farms develops healthy and sustainable pet food using farm-grown black soldier fly grubs.,"Agriculture, Farming, Pet, Recycling","Atlanta, Georgia, United States, North America",http://www.grubblyfarms.com,Less than $1M,Seed,"CREATE-X, Oval Park Capital, Overline VC, Techstars"
Pre Seed Round - Applied Particle Technology,https://www.crunchbase.com/funding_round/applied-particle-technology-pre-seed--089432f6,Applied Particle Technology,https://www.crunchbase.com/organization/applied-particle-technology,Pre-Seed,120000,USD,120000,2020-09-08,,,,Ensuring healthy workers in the toughest environments through automated environmental health and safety solutions,"Industrial Automation, Information Technology","St Louis, Missouri, United States, North America",http://www.appliedparticletechnology.com,Less than $1M,Seed,"Techstars, Techstars Farm to Fork Accelerator"
Pre Seed Round - Beam Health,https://www.crunchbase.com/funding_round/beam-health-pre-seed--e0994953,Beam Health,https://www.crunchbase.com/organization/beam-health,Pre-Seed,,,,2020-09-07,,,,Beam is the first pay-as-you-go digital care platform for small health practices. ,Health Care,"New York, New York, United States, North America",https://www.beam.health,,Seed,"Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, Techstars"
Pre Seed Round - Holisticly,https://www.crunchbase.com/funding_round/holisticly-pre-seed--07b249f2,Holisticly,https://www.crunchbase.com/organization/holisticly,Pre-Seed,,,,2020-09-15,,,,Holisticly provides employees with a monthly wellness stipend to choose from a range of team-wide experiences.,Health Care,"New York, New York, United States, North America",https://www.holisticly.co/,,Seed,"MetLife Digital Accelerator powered by Techstars, Techstars"
Pre Seed Round - EnergyHawk,https://www.crunchbase.com/funding_round/energyhawk-pre-seed--76d1ba66,EnergyHawk,https://www.crunchbase.com/organization/energyhawk,Pre-Seed,120000,USD,120000,2020-09-07,,,,Satellite Powered Energy Assessments,Energy,"Boston, Massachusetts, United States, North America",https://energyhawk.com/,,Seed,"Techstars, Techstars Alabama Power EnergyTech Accelerator"
Pre Seed Round - WorkChew,https://www.crunchbase.com/funding_round/workchew-pre-seed--89bc5a4f,WorkChew,https://www.crunchbase.com/organization/workchew,Pre-Seed,,,,2020-09-07,,,,WorkChew is a startup that connects remote workers with restaurants and hotels that need to make use of their space.,"B2B, Communities, Coworking, Information Services, Marketplace","Washington, District of Columbia, United States, North America",https://workchew.com,,Seed,"Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, Techstars"
Pre Seed Round - Project Canary,https://www.crunchbase.com/funding_round/project-canary-pre-seed--bee54844,Project Canary,https://www.crunchbase.com/organization/project-canary,Pre-Seed,,,,2020-09-07,,,,"Project Canary offers the first continuous, real-time, cost-effective monitoring of fugitive gas emissions.","Energy, Environmental Consulting, Oil and Gas","Denver, Colorado, United States, North America",https://www.projectcanary.com/,,Early Stage Venture,"Techstars, Techstars Alabama Power EnergyTech Accelerator"
Pre Seed Round - Rubitection,https://www.crunchbase.com/funding_round/rubitection-inc-pre-seed--2eb503b7,Rubitection,https://www.crunchbase.com/organization/rubitection-inc,Pre-Seed,,,,2020-09-01,,,,Rubitection Inc is a medical device start-up focused on modernizing patient care and bringing awareness to the condition of pressure ulcers.,"Biotechnology, Health Care, Medical, Medical Device","Pittsburgh, Pennsylvania, United States, North America",https://rubitection.com/,$1M to $10M,Seed,"Techstars, Techstars Future of Longevity Accelerator"
Pre Seed Round - Narrative Apparel,https://www.crunchbase.com/funding_round/narrative-apparel-pre-seed--bb46a098,Narrative Apparel,https://www.crunchbase.com/organization/narrative-apparel,Pre-Seed,,,,2020-09-01,,,,"Narrative Apparel creates stylish, functional clothing strategically designed to provide independence in dressing.","Fashion, Wearables, Young Adults","Greer, South Carolina, United States, North America",http://www.authoredapparel.com/,Less than $1M,Seed,"Techstars, Techstars Future of Longevity Accelerator"
Pre Seed Round - Braze Mobility,https://www.crunchbase.com/funding_round/braze-mobility-inc-pre-seed--0e6d24dd,Braze Mobility,https://www.crunchbase.com/organization/braze-mobility-inc,Pre-Seed,,,,2020-09-01,,,,Braze Mobility  provides an affordable navigation solution for wheelchair users.,"Assistive Technology, CRM, Health Care, Information Technology, Medical","Toronto, Ontario, Canada, North America",https://www.brazemobility.com,Less than $1M,Seed,"Techstars, Techstars Future of Longevity Accelerator"
Pre Seed Round - Milky Way AI,https://www.crunchbase.com/funding_round/milky-way-ai-pre-seed--71c5571d,Milky Way AI,https://www.crunchbase.com/organization/milky-way-ai,Pre-Seed,,,,2020-08-17,,,,A Techstars portfolio company. Computer Vision powered AI software for the largest Retailers and CPG brands globally.,"Artificial Intelligence, Enterprise Software, Fast-Moving Consumer Goods, Retail, Retail Technology, SaaS, Software","Singapore, Central Region, Singapore, Asia",https://milkyway.ai,,Seed,"Techstars, Techstars Korea Accelerator"
Funding Round - Rezilient Health,https://www.crunchbase.com/funding_round/rezilient-undisclosed--9a711dad,Rezilient Health,https://www.crunchbase.com/organization/rezilient,Funding Round,,,,2020-09-01,,,,We bring the world's best doctors to your neighborhood.,"Hardware, Health Care, Medical, Robotics","St Louis, Missouri, United States, North America",http://www.rezilienthealth.com,,,"Techstars, Techstars Future of Longevity Accelerator"
"Pre Seed Round - SmartMind, Inc.",https://www.crunchbase.com/funding_round/smartmind-pre-seed--84962ce9,"SmartMind, Inc.",https://www.crunchbase.com/organization/smartmind,Pre-Seed,,,,2020-08-17,,,,Empowering Enterprises’ Applied AI Transformation,"Artificial Intelligence, Machine Learning, Marketing, SaaS","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",https://www.smartmind.team/,,Seed,"Techstars, Techstars Korea Accelerator"
Pre Seed Round - AfroLandTV,https://www.crunchbase.com/funding_round/afrolandtv-pre-seed--4ae5af13,AfroLandTV,https://www.crunchbase.com/organization/afrolandtv,Pre-Seed,,,,2020-09-07,,,,Online streaming TV platform for Pan African TV shows and movies.,"Media and Entertainment, Video on Demand, Video Streaming","Dallas, Texas, United States, North America",https://afrolandtv.com,,Seed,"Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, Techstars"
Pre Seed Round - Showcase,https://www.crunchbase.com/funding_round/showcase-cb76-pre-seed--117b74c6,Showcase,https://www.crunchbase.com/organization/showcase-cb76,Pre-Seed,120000,USD,120000,2020-09-08,,,,Showcase is a web and iOS app enabling scaling teams to discover talent using short videos.,"Human Resources, Information Technology, iOS, Mobile, Mobile Apps, Recruiting, SaaS, Software, Staffing Agency","New York, New York, United States, North America",https://showcasejobs.com,,Seed,"Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, Techstars"
Pre Seed Round - Arqlite,https://www.crunchbase.com/funding_round/arqlite-pre-seed--3e71c03e,Arqlite,https://www.crunchbase.com/organization/arqlite,Pre-Seed,120000,USD,120000,2020-09-08,,,,"Arqlite is a recycling technology company that provides efficiency materials for industries, made from plastic waste.","Construction, Recycling","Santa Ana, California, United States, North America",https://www.arqlite.com/,Less than $1M,Seed,"Techstars, Techstars & The Heritage Group Hardtech Accelerator"
Pre Seed Round - Dot,https://www.crunchbase.com/funding_round/dot-6ca2-pre-seed--02d7dda7,Dot,https://www.crunchbase.com/organization/dot-6ca2,Pre-Seed,,,,2020-09-15,,,,Dot is a robot financial advisor delivering personalized recommendations.,"Financial Services, FinTech","New York, New York, United States, North America",https://welcomedot.com/,,Seed,"MetLife Digital Accelerator powered by Techstars, Techstars"
Pre Seed Round - Dieta Health,https://www.crunchbase.com/funding_round/dieta-pre-seed--199612cf,Dieta Health,https://www.crunchbase.com/organization/dieta,Pre-Seed,120000,USD,120000,2020-08-30,,,,Personalized digestive healthcare.,"Big Data, Health Care, Machine Learning, Personal Health","San Francisco, California, United States, North America",https://www.dietahealth.com/,,Seed,"Techstars, UnitedHealthcare Accelerator Powered by Techstars"
Pre Seed Round - MFlux,https://www.crunchbase.com/funding_round/mflux-lighting-pre-seed--6b3e1e9c,MFlux,https://www.crunchbase.com/organization/mflux-lighting,Pre-Seed,120000,USD,120000,2002-09-08,,,,"MFlux provides a connected network for industrial job site intelligence using proprietary battery-powered, IoT light-towers.","Construction, Enterprise Software, Hardware, Internet of Things, Lighting, Software","San Francisco, California, United States, North America",http://mfluxlighting.com/,,,"Techstars, Techstars & The Heritage Group Hardtech Accelerator"
Pre Seed Round - VillagePlan,https://www.crunchbase.com/funding_round/villageplan-pre-seed--e018a469,VillagePlan,https://www.crunchbase.com/organization/villageplan,Pre-Seed,,,,2020-09-15,,,,"VillagePlan is providing aging care solutions for families, care managers, employee programs, and healthcare companies",Health Care,"Boston, Massachusetts, United States, North America",https://www.villageplan.com/,$1M to $10M,Seed,"MetLife Digital Accelerator powered by Techstars, Techstars"
Pre Seed Round - Candoo Tech,https://www.crunchbase.com/funding_round/candoo-442e-pre-seed--74888f6f,Candoo Tech,https://www.crunchbase.com/organization/candoo-442e,Pre-Seed,,,,2020-09-01,,,,"Candoo Tech provides tech support and training to help older adults stay independent, safe, and connected.","Elderly, Information Technology, Technical Support, Training","New York, New York, United States, North America",https://www.candootech.com/,,Seed,"Techstars, Techstars Future of Longevity Accelerator"
